Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
58,Saturday Jun 5,boxscore,CHC,@,SFG,L,3,4,,32-26,1,Tied,Gausman,Stewart,Rogers,3:04,D,12792,1.41,---,
59,Sunday Jun 6,boxscore,CHC,@,SFG,W,4,3,,33-26,1,Tied,Hendricks,Cueto,Kimbrel,3:01,D,14089,1.34,+,
60,Monday Jun 7,boxscore,CHC,@,SDP,L,4,9,,33-27,2,0.5,Weathers,Alzolay,,3:42,N,16045,1.45,-,
61,Tuesday Jun 8,boxscore,CHC,@,SDP,W,7,1,,34-27,2,0.5,Davies,Lamet,,2:51,N,16207,1.39,+,
62,Wednesday Jun 9,boxscore,CHC,@,SDP,W,3,1,,35-27,1,up 0.5,Brothers,Darvish,Kimbrel,2:58,D,16482,1.45,++,
63,Friday Jun 11,boxscore,CHC,,STL,W,8,5,,36-27,1,Tied,Nance,Cabrera,Kimbrel,3:04,D,35112,1.61,+++,
64,Saturday Jun 12,boxscore,CHC,,STL,W,7,2,,37-27,1,Tied,Hendricks,Gant,Kimbrel,3:19,N,39095,1.64,++++,
65,Sunday Jun 13,boxscore,CHC,,STL,W,2,0,,38-27,1,Tied,Davies,Martinez,Kimbrel,2:34,N,35225,1.59,+++++,
66,Monday Jun 14,boxscore,CHC,@,NYM,L,2,5,,38-28,1,Tied,Peterson,Arrieta,Díaz,3:10,N,16383,1.42,-,
67,Tuesday Jun 15,boxscore,CHC,@,NYM,L,2,3,,38-29,1,Tied,Walker,Mills,Lugo,3:05,N,17804,1.47,--,
68,Wednesday Jun 16,boxscore,CHC,@,NYM,L,3,6,,38-30,1,Tied,Reid-Foley,Stock,Díaz,3:01,N,23545,1.40,---,
69,Thursday Jun 17,boxscore,CHC,@,NYM,W,2,0,,39-30,1,up 1.0,Hendricks,Stroman,Kimbrel,2:48,N,16826,1.45,+,
70,Friday Jun 18,boxscore,CHC,,MIA,L,2,10,,39-31,1,up 1.0,Curtiss,Davies,,3:21,N,32505,1.38,-,
71,Saturday Jun 19,boxscore,CHC,,MIA,L,1,11,,39-32,1,Tied,López,Arrieta,,3:07,D,35846,1.46,--,
72,Sunday Jun 20,boxscore,CHC,,MIA,W,2,0,,40-32,1,Tied,Mills,Thompson,Kimbrel,2:52,D,37158,1.41,+,
73,Monday Jun 21,boxscore,CHC,,CLE,L,0,4,,40-33,1,Tied,Shaw,Alzolay,,3:12,N,32934,1.45,-,
74,Tuesday Jun 22,boxscore,CHC,,CLE,W,7,1,,41-33,1,Tied,Hendricks,Morgan,,2:51,N,35493,1.40,+,
75,Thursday Jun 24,boxscore,CHC,@,LAD,W,4,0,,42-33,1,Tied,Davies,Buehler,,3:12,N,52175,1.54,++,
76,Friday Jun 25,boxscore,CHC,@,LAD,L,2,6,,42-34,2,1.0,Treinen,Tepera,,3:42,N,49387,1.56,-,
77,Saturday Jun 26,boxscore,CHC,@,LAD,L-wo,2,3,,42-35,2,2.0,Price,Thompson,,3:12,D,45420,1.57,--,
78,Sunday Jun 27,boxscore,CHC,@,LAD,L,1,7,,42-36,2,3.0,Kershaw,Alzolay,,2:42,D,46315,1.50,---,
79,Monday Jun 28,boxscore,CHC,@,MIL,L,4,14,,42-37,2,4.0,Williams,Tepera,,3:43,N,30251,1.91,----,
80,Tuesday Jun 29,boxscore,CHC,@,MIL,L,1,2,,42-38,2,5.0,Woodruff,Davies,Hader,3:40,N,24423,1.78,-----,
81,Wednesday Jun 30,boxscore,CHC,@,MIL,L,7,15,,42-39,2,6.0,Richards,Brothers,,3:47,D,32193,1.70,------,
82,Friday Jul 2,boxscore,CHC,@,CIN,L,1,2,,42-40,2,7.5,Osich,Mills,Hembree,3:12,N,40854,1.18,-------,
83,Saturday Jul 3,boxscore,CHC,@,CIN,L,2,3,,42-41,3,8.5,Hendrix,Alzolay,Hembree,2:58,D,36815,1.04,--------,
84,Sunday Jul 4,boxscore,CHC,@,CIN,L,2,3,,42-42,3,8.5,Warren,Winkler,Garrett,2:59,D,29340,.89,---------,
85,Monday Jul 5,boxscore,CHC,,PHI,L,3,13,,42-43,3,8.5,Brogdon,Brothers,,3:33,N,37165,.71,----------,
86,Tuesday Jul 6,boxscore,CHC,,PHI,L,10,15,,42-44,4,9.0,Nola,Arrieta,,3:45,N,30095,.67,-----------,
87,Wednesday Jul 7,boxscore,CHC,,PHI,W,8,3,,43-44,3,8.5,Mills,Wheeler,,2:54,N,28860,.58,+,
88,Thursday Jul 8,boxscore,CHC,,PHI,L,0,8,,43-45,3,9.5,Eflin,Alzolay,,3:15,N,30727,.62,-,
89,Friday Jul 9,boxscore,CHC,,STL,W,10,5,,44-45,3,8.5,Hendricks,LeBlanc,,3:57,D,36192,.56,+,
90,Saturday Jul 10,boxscore,CHC,,STL,L,0,6,,44-46,3,8.5,Kim,Davies,,3:32,N,39368,.66,-,
91,Friday Jul 16,boxscore,CHC,@,ARI,W,5,1,,45-46,3,8.0,Hendricks,Bumgarner,,3:09,N,22046,.55,+,
92,Saturday Jul 17,boxscore,CHC,@,ARI,W,4,2,,46-46,3,8.0,Brothers,Soria,Kimbrel,3:15,D,20180,.59,++,
93,Sunday Jul 18,boxscore,CHC,@,ARI,L,4,6,,46-47,3,9.0,Kelly,Winkler,Soria,3:09,D,21457,.64,-,
94,Monday Jul 19,boxscore,CHC,@,STL,L,3,8,,46-48,4,9.5,Woodford,Mills,,3:00,N,38199,.62,--,
95,Tuesday Jul 20,boxscore,CHC,@,STL,W,7,6,,47-48,3,8.5,Maples,Reyes,Kimbrel,3:43,N,35402,.54,+,
96,Wednesday Jul 21,boxscore,CHC,@,STL,L-wo,2,3,10,47-49,4,8.5,McFarland,Kimbrel,,4:09,N,37008,.71,-,
97,Thursday Jul 22,boxscore,CHC,@,STL,L,2,3,,47-50,4,9.0,Kim,Alzolay,Reyes,2:49,N,41412,.65,--,
98,Friday Jul 23,boxscore,CHC,,ARI,W,8,3,,48-50,4,9.0,Davies,Gallen,Thompson,3:11,D,34059,.52,+,
99,Saturday Jul 24,boxscore,CHC,,ARI,L,3,7,,48-51,4,10.0,Kelly,Chafin,,3:15,D,37190,.53,-,
100,Sunday Jul 25,boxscore,CHC,,ARI,W,5,1,,49-51,4,9.0,Williams,Smith,Kimbrel,3:13,D,32602,.37,+,
101,Monday Jul 26,boxscore,CHC,,CIN,W-wo,6,5,,50-51,4,8.5,Kimbrel,Hembree,,4:00,N,29215,.59,++,
102,Tuesday Jul 27,boxscore,CHC,,CIN,L,4,7,,50-52,4,9.5,Gutiérrez,Alzolay,,3:12,N,28153,.65,-,
103,Wednesday Jul 28,boxscore,CHC,,CIN,L,2,8,,50-53,4,10.5,Mahle,Davies,,3:37,N,30134,.48,--,
104,Thursday Jul 29,boxscore,CHC,,CIN,L,4,7,,50-54,4,11.5,Castillo,Mills,,3:12,D,32793,.39,---,
105,Friday Jul 30,boxscore,CHC,@,WSN,L,3,4,,50-55,4,12.5,Espino,Arrieta,Finnegan,2:47,N,33882,.25,----,
106,Saturday Jul 31,boxscore,CHC,@,WSN,W,6,3,,51-55,4,11.5,Hendricks,Ross,Ryan,3:16,N,31444,.19,+,
107,Sunday Aug 1,boxscore,CHC,@,WSN,L-wo,5,6,,51-56,4,12.5,Finnegan,Rodríguez,,3:20,D,25520,.25,-,
108,Tuesday Aug 3,boxscore,CHC,@,COL,L,6,13,,51-57,4,13.0,Freeland,Davies,,3:04,N,38188,.16,--,
109,Wednesday Aug 4,boxscore,CHC,@,COL,W,3,2,,52-57,4,13.0,Mills,Gray,Rodríguez,3:04,N,36205,.14,+,
110,Thursday Aug 5,boxscore,CHC,@,COL,L,5,6,,52-58,4,13.5,Kinley,Jewell,Bard,3:10,D,30462,.17,-,
111,Friday Aug 6,boxscore,CHC,,CHW,L,6,8,10,52-59,4,14.5,Hendriks,Rodríguez,,4:27,D,39539,.11,--,
112,Saturday Aug 7,boxscore,CHC,,CHW,L,0,4,,52-60,4,14.5,Rodón,Alzolay,,3:10,D,40077,.08,---,
113,Sunday Aug 8,boxscore,CHC,,CHW,L,3,9,,52-61,4,14.5,Cease,Davies,,3:06,N,39412,.05,----,
114,Tuesday Aug 10 (1),boxscore,CHC,,MIL,L,2,4,7,52-62,4,16.5,Peralta,Steele,Williams,2:38,D,29031,.05,-----,
115,Tuesday Aug 10 (2),boxscore,CHC,,MIL,L,3,6,7,52-63,4,16.5,Sánchez,Winkler,Suter,2:55,N,28674,.03,------,
116,Wednesday Aug 11,boxscore,CHC,,MIL,L,0,10,,52-64,4,17.5,Burnes,Arrieta,,2:58,N,29619,.01,-------,
117,Thursday Aug 12,boxscore,CHC,,MIL,L,4,17,,52-65,4,18.5,Strickland,Hendricks,,4:00,D,32502,.01,--------,
118,Friday Aug 13,boxscore,CHC,@,MIA,L,10,14,,52-66,4,19.0,Luzardo,Alzolay,,4:14,N,11728,.01,---------,
119,Saturday Aug 14,boxscore,CHC,@,MIA,L,4,5,,52-67,4,19.5,Floro,Heuer,Bender,3:03,N,11225,.00,----------,
120,Sunday Aug 15,boxscore,CHC,@,MIA,L,1,4,,52-68,4,20.5,Campbell,Mills,Floro,3:21,D,10262,.00,-----------,
121,Monday Aug 16,boxscore,CHC,@,CIN,L,5,14,,52-69,4,21.0,Miley,Steele,,3:37,N,15404,.00,------------,
122,Tuesday Aug 17,boxscore,CHC,@,CIN,W,2,1,,53-69,4,21.0,Hendricks,Gutiérrez,Heuer,2:45,N,13989,.00,+,
123,Wednesday Aug 18,boxscore,CHC,@,CIN,W,7,1,,54-69,4,21.0,Rodríguez,Mahle,,3:01,D,16922,.00,++,
124,Friday Aug 20,boxscore,CHC,,KCR,L,2,6,,54-70,4,20.5,Keller,Davies,,2:55,D,31835,.00,-,
125,Saturday Aug 21,boxscore,CHC,,KCR,L,2,4,,54-71,4,21.5,Bubic,Thompson,Barlow,3:02,D,34005,.00,--,
126,Sunday Aug 22,boxscore,CHC,,KCR,L,1,9,,54-72,4,22.5,Hernández,Mills,,3:25,D,29640,.00,---,
127,Monday Aug 23,boxscore,CHC,,COL,W-wo,6,4,,55-72,4,22.0,Rodríguez,Bard,,2:58,N,25577,.00,+,
128,Wednesday Aug 25 (1),boxscore,CHC,,COL,W,5,2,7,56-72,4,23.0,Heuer,Gomber,Morgan,2:09,D,24161,.00,++,
129,Wednesday Aug 25 (2),boxscore,CHC,,COL,L,10,13,10,56-73,4,23.0,Bowden,Jewell,,4:18,N,24936,.00,-,
130,Friday Aug 27,boxscore,CHC,@,CHW,L,13,17,,56-74,4,22.5,López,Sampson,,4:09,N,37892,.00,--,
131,Saturday Aug 28,boxscore,CHC,@,CHW,W,7,0,,57-74,4,21.5,Mills,Lynn,,2:45,N,38668,.00,+,
132,Sunday Aug 29,boxscore,CHC,@,CHW,L,1,13,,57-75,4,22.5,Cease,Hendricks,,3:00,D,38565,.00,-,
133,Tuesday Aug 31,boxscore,CHC,@,MIN,W,3,1,,58-75,4,23.0,Rodríguez,Gant,Wick,3:34,N,22224,.00,+,
134,Wednesday Sep 1,boxscore,CHC,@,MIN,W,3,0,,59-75,4,23.0,Steele,Ryan,Alzolay,2:28,N,21784,.00,++,
135,Thursday Sep 2,boxscore,CHC,,PIT,W-wo,6,5,11,60-75,4,22.0,Heuer,Howard,,3:55,N,26963,.00,+++,
136,Friday Sep 3,boxscore,CHC,,PIT,W,6,5,,61-75,4,21.0,Megill,Miller,Wick,3:02,D,24441,.00,++++,
137,Saturday Sep 4,boxscore,CHC,,PIT,W-wo,7,6,,62-75,4,21.0,Effross,Stratton,,3:42,D,30020,.00,+++++,
138,Sunday Sep 5,boxscore,CHC,,PIT,W,11,8,,63-75,4,21.0,Alzolay,Howard,Wick,4:12,D,30155,.00,++++++,
139,Monday Sep 6,boxscore,CHC,,CIN,W,4,3,,64-75,4,20.0,Effross,Lorenzen,Morgan,2:45,D,27289,.00,+++++++,
140,Tuesday Sep 7,boxscore,CHC,,CIN,L,3,4,,64-76,4,21.0,Miley,Sampson,Givens,2:49,N,24925,.00,-,
141,Wednesday Sep 8,boxscore,CHC,,CIN,W-wo,4,1,10,65-76,4,21.0,Heuer,Brach,,2:49,N,25861,.00,+,
142,Friday Sep 10,boxscore,CHC,,SFG,L,1,6,,65-77,4,22.0,Doval,Megill,,3:04,D,29439,.00,-,
143,Saturday Sep 11,boxscore,CHC,,SFG,L,4,15,,65-78,4,23.0,Gausman,Davies,Baragar,3:47,D,34723,.00,--,
144,Sunday Sep 12,boxscore,CHC,,SFG,L,5,6,,65-79,4,24.0,Webb,Steele,McGee,3:02,D,32021,.00,---,
145,Tuesday Sep 14,boxscore,CHC,@,PHI,W,6,3,,66-79,4,23.0,Sampson,Gibson,Wick,3:24,N,16170,.00,+,
146,Wednesday Sep 15,boxscore,CHC,@,PHI,L-wo,5,6,,66-80,4,23.0,Kennedy,Megill,,3:12,N,16299,.00,-,
147,Thursday Sep 16,boxscore,CHC,@,PHI,L,8,17,,66-81,4,23.5,Neris,Rodríguez,,3:58,N,20208,.00,--,
148,Friday Sep 17,boxscore,CHC,@,MIL,L,5,8,,66-82,4,24.5,Ashby,Wick,Hader,3:45,N,28483,.00,---,
149,Saturday Sep 18,boxscore,CHC,@,MIL,L,4,6,,66-83,4,25.5,Williams,Effross,Hader,3:35,N,33625,.00,----,
150,Sunday Sep 19,boxscore,CHC,@,MIL,W,6,4,,67-83,4,24.5,Morgan,Boxberger,Rucker,3:46,D,34213,.00,+,
151,Tuesday Sep 21,boxscore,CHC,,MIN,L,5,9,,67-84,4,24.0,Barraclough,Mills,,4:05,N,25594,.00,-,
152,Wednesday Sep 22,boxscore,CHC,,MIN,L,4,5,,67-85,4,24.0,Ryan,Hendricks,Colomé,3:02,N,24402,.00,--,
153,Friday Sep 24 (1),boxscore,CHC,,STL,L,5,8,7,67-86,4,25.0,Reyes,Steele,Gallegos,2:39,D,29030,.00,---,
154,Friday Sep 24 (2),boxscore,CHC,,STL,L,4,12,7,67-87,4,25.0,Hudson,Davies,,2:41,N,35020,.00,----,
155,Saturday Sep 25,boxscore,CHC,,STL,L,5,8,,67-88,4,26.0,Kim,Heuer,,3:18,D,32918,.00,-----,
156,Sunday Sep 26,boxscore,CHC,,STL,L,2,4,,67-89,4,27.0,Cabrera,Heuer,Gallegos,3:36,D,26547,.00,------,
157,Tuesday Sep 28,boxscore,CHC,@,PIT,L,6,8,,67-90,4,27.0,De Los Santos,Morgan,Stratton,3:04,N,9218,.00,-------,
158,Wednesday Sep 29,boxscore,CHC,@,PIT,W,3,2,,68-90,4,27.0,Morgan,Shreve,Heuer,3:44,N,9236,.00,+,
159,Thursday Sep 30,boxscore,CHC,@,PIT,W,9,0,,69-90,4,26.0,Steele,Yajure,,2:49,N,10152,.00,++,
160,Friday Oct 1,boxscore,CHC,@,STL,L-wo,3,4,,69-91,4,26.0,Gallegos,Nance,,3:25,N,41618,.00,-,
161,Saturday Oct 2,boxscore,CHC,@,STL,W,6,5,,70-91,4,25.0,Adam,García,Wick,3:25,N,45239,.00,+,
162,Sunday Oct 3,boxscore,CHC,@,STL,W,3,2,7,71-91,4,24.0,Biagini,Woodford,,2:11,D,46525,.00,++,

1,Thursday Apr 1,boxscore,CHW,@,LAA,L,3,4,,0-1,3,1.0,Mayers,Bummer,Iglesias,2:51,N,13207,.96,-,
2,Friday Apr 2,boxscore,CHW,@,LAA,W,12,8,,1-1,3,0.5,Kopech,Heaney,Hendriks,3:44,N,12763,.93,+,
3,Saturday Apr 3,boxscore,CHW,@,LAA,L,3,5,,1-2,4,1.5,Guerra,Marshall,,3:04,N,12043,.98,-,
4,Sunday Apr 4,boxscore,CHW,@,LAA,L-wo,4,7,,1-3,5,1.5,Iglesias,Ruiz,,3:56,N,12396,.92,--,
5,Monday Apr 5,boxscore,CHW,@,SEA,W,6,0,,2-3,4,1.5,Rodón,Sheffield,,3:23,N,6436,.90,+,
6,Tuesday Apr 6,boxscore,CHW,@,SEA,W,10,4,,3-3,4,1.0,Giolito,Margevicius,,3:45,N,7980,.90,++,
7,Wednesday Apr 7,boxscore,CHW,@,SEA,L,4,8,,3-4,4,1.5,Vest,Foster,,3:49,D,7429,.97,-,
8,Thursday Apr 8,boxscore,CHW,,KCR,W,6,0,,4-4,2,1.5,Lynn,Keller,,2:48,D,8207,1.04,+,
9,Sunday Apr 11,boxscore,CHW,,KCR,L,3,4,10,4-5,4,1.5,Holland,Crochet,Zimmer,3:54,D,7695,1.09,-,
10,Monday Apr 12,boxscore,CHW,,CLE,W-wo,4,3,,5-5,3,0.5,Heuer,Clase,,3:05,N,7393,1.07,+,
11,Tuesday Apr 13,boxscore,CHW,,CLE,L,0,2,10,5-6,4,1.5,Bieber,Crochet,Karinchak,3:02,N,7102,1.12,-,
12,Wednesday Apr 14,boxscore,CHW,,CLE,W,8,0,,6-6,3,1.0,Rodón,Plesac,,2:40,N,7148,1.06,+,
13,Thursday Apr 15,boxscore,CHW,,CLE,L,2,4,,6-7,3,2.0,Civale,Lynn,Clase,3:17,D,7049,1.09,-,
14,Saturday Apr 17,boxscore,CHW,@,BOS,L,4,7,,6-8,3,2.5,Ottavino,Heuer,,3:36,D,4668,.95,--,
15,Sunday Apr 18 (1),boxscore,CHW,@,BOS,W,3,2,7,7-8,3,2.0,Keuchel,Houck,Hendriks,2:04,D,4679,.90,+,
16,Sunday Apr 18 (2),boxscore,CHW,@,BOS,W,5,1,7,8-8,3,2.0,Foster,Pérez,,2:24,N,4601,.93,++,
17,Monday Apr 19,boxscore,CHW,@,BOS,L,4,11,,8-9,3,2.0,Eovaldi,Giolito,,3:15,D,4738,1.01,-,
18,Tuesday Apr 20,boxscore,CHW,@,CLE,W,8,5,,9-9,2,1.0,Rodón,Plesac,Hendriks,3:39,N,4176,1.12,+,
19,Friday Apr 23,boxscore,CHW,,TEX,W,9,7,,10-9,2,1.5,Heuer,Cody,Hendriks,3:44,N,8969,1.08,++,
20,Saturday Apr 24,boxscore,CHW,,TEX,W-wo,2,1,,11-9,2,1.5,Hendriks,King,,2:58,N,8556,1.06,+++,
21,Sunday Apr 25,boxscore,CHW,,TEX,W,8,4,,12-9,2,1.5,Kopech,Arihara,,3:32,D,9285,1.20,++++,
22,Tuesday Apr 27,boxscore,CHW,,DET,L,2,5,,12-10,2,2.0,Ureña,Giolito,Soto,3:10,N,9445,1.16,-,
23,Thursday Apr 29 (1),boxscore,CHW,,DET,W,3,1,7,13-10,2,1.5,Rodón,Mize,Hendriks,1:50,D,,1.22,+,
24,Thursday Apr 29 (2),boxscore,CHW,,DET,W,11,0,7,14-10,2,1.5,Cease,Boyd,,2:42,N,7628,1.19,++,
25,Friday Apr 30,boxscore,CHW,,CLE,L,3,5,,14-11,2,1.5,Bieber,Keuchel,Clase,2:55,N,9405,1.30,-,
26,Saturday May 1,boxscore,CHW,,CLE,W,7,3,,15-11,2,1.5,Lynn,McKenzie,,3:02,D,9451,1.31,+,
27,Sunday May 2,boxscore,CHW,,CLE,L,0,5,,15-12,2,1.5,Plesac,Giolito,,3:19,D,9471,1.38,-,
28,Tuesday May 4,boxscore,CHW,@,CIN,W,9,0,,16-12,1,Tied,Cease,Hoffman,,3:17,N,10209,1.13,+,
29,Wednesday May 5,boxscore,CHW,@,CIN,L-wo,0,1,10,16-13,1,Tied,Sims,Hendriks,,3:10,D,10247,1.14,-,
30,Friday May 7,boxscore,CHW,@,KCR,W,3,0,,17-13,1,up 0.5,Rodón,Keller,Hendriks,3:06,N,16011,1.44,+,
31,Saturday May 8,boxscore,CHW,@,KCR,W,9,1,,18-13,1,up 0.5,Lynn,Lynch,,3:04,N,15895,1.48,++,
32,Sunday May 9,boxscore,CHW,@,KCR,W,9,3,,19-13,1,up 1.0,Giolito,Minor,,3:29,D,12102,1.51,+++,
33,Tuesday May 11,boxscore,CHW,,MIN,W,9,3,,20-13,1,up 1.0,Crochet,Alcala,,3:23,N,7962,1.39,++++,
34,Wednesday May 12,boxscore,CHW,,MIN,W,13,8,,21-13,1,up 1.0,Keuchel,Happ,,3:45,N,8393,1.41,+++++,
35,Thursday May 13,boxscore,CHW,,MIN,W,4,2,,22-13,1,up 1.0,Lynn,Pineda,Hendriks,3:31,D,8188,1.37,++++++,
36,Friday May 14 (1),boxscore,CHW,,KCR,L,2,6,7,22-14,1,up 1.5,Keller,Giolito,,2:28,D,8574,1.44,-,
37,Friday May 14 (2),boxscore,CHW,,KCR,W,3,1,7,23-14,1,up 1.5,Heuer,Junis,Hendriks,2:30,N,9823,1.48,+,
38,Saturday May 15,boxscore,CHW,,KCR,L,1,5,,23-15,1,up 1.5,Minor,Rodón,,3:21,N,9886,1.48,-,
39,Sunday May 16,boxscore,CHW,,KCR,W-wo,4,3,,24-15,1,up 2.5,Foster,Davis,,3:21,D,9928,1.45,+,
40,Monday May 17,boxscore,CHW,@,MIN,W,16,4,,25-15,1,up 3.5,Keuchel,Happ,,3:11,N,8431,1.37,++,
41,Tuesday May 18,boxscore,CHW,@,MIN,L-wo,4,5,,25-16,1,up 2.5,Rogers,Bummer,,3:48,N,9504,1.36,-,
42,Wednesday May 19,boxscore,CHW,@,MIN,W,2,1,,26-16,1,up 2.5,Giolito,Shoemaker,Hendriks,2:35,D,8608,1.39,+,
43,Friday May 21,boxscore,CHW,@,NYY,L-wo,1,2,,26-17,1,up 2.5,Chapman,Marshall,,2:53,N,14011,1.31,-,
44,Saturday May 22,boxscore,CHW,@,NYY,L,0,7,,26-18,1,up 1.5,Cole,Cease,,3:06,D,14665,1.37,--,
45,Sunday May 23,boxscore,CHW,@,NYY,L-wo,4,5,,26-19,1,up 1.5,Chapman,Bummer,,3:37,D,14007,1.28,---,
46,Monday May 24,boxscore,CHW,,STL,W,5,1,,27-19,1,up 1.5,Lynn,Kim,,3:14,N,14629,1.31,+,
47,Tuesday May 25,boxscore,CHW,,STL,W,8,3,,28-19,1,up 1.5,Giolito,Flaherty,Hendriks,3:23,N,16380,1.32,++,
48,Wednesday May 26,boxscore,CHW,,STL,L,0,4,,28-20,1,up 1.5,Gant,Rodón,,3:19,D,14791,1.28,-,
49,Thursday May 27,boxscore,CHW,,BAL,W,5,1,,29-20,1,up 1.5,Cease,Tate,,3:18,N,9671,1.35,+,
50,Saturday May 29 (1),boxscore,CHW,,BAL,W,7,4,7,30-20,1,up 3.0,Keuchel,Harvey,Hendriks,2:44,D,,1.34,++,
51,Saturday May 29 (2),boxscore,CHW,,BAL,W,3,1,7,31-20,1,up 3.0,Lynn,Means,Hendriks,2:12,N,20029,1.29,+++,
52,Sunday May 30,boxscore,CHW,,BAL,W,3,1,,32-20,1,up 3.5,Giolito,Tate,Hendriks,2:41,D,21067,1.32,++++,
53,Monday May 31 (1),boxscore,CHW,@,CLE,W,8,6,8,33-20,1,up 3.5,Heuer,Karinchak,Bummer,2:45,D,,1.76,+++++,
54,Monday May 31 (2),boxscore,CHW,@,CLE,L,1,3,7,33-21,1,up 3.5,Maton,Lambert,Clase,2:21,N,10726,1.71,-,
55,Tuesday Jun 1,boxscore,CHW,@,CLE,L,5,6,,33-22,1,up 2.5,Bieber,Cease,Karinchak,3:00,N,7132,1.77,--,
56,Thursday Jun 3,boxscore,CHW,,DET,W,4,1,,34-22,1,up 3.0,Lynn,Mize,Hendriks,2:29,N,12845,1.40,+,
57,Friday Jun 4,boxscore,CHW,,DET,W-wo,9,8,,35-22,1,up 4.0,Hendriks,Cisnero,,3:27,N,21637,1.38,++,
58,Saturday Jun 5,boxscore,CHW,,DET,L,3,4,,35-23,1,up 3.0,Skubal,Giolito,Cisnero,3:05,D,21719,1.39,-,
59,Sunday Jun 6,boxscore,CHW,,DET,W,3,0,,36-23,1,up 4.0,Cease,Ureña,Hendriks,2:36,D,20068,1.46,+,
60,Tuesday Jun 8,boxscore,CHW,,TOR,W,6,1,,37-23,1,up 4.0,Crochet,Thornton,,3:34,N,12761,1.40,++,
61,Wednesday Jun 9,boxscore,CHW,,TOR,L,2,6,,37-24,1,up 4.0,Chatwood,Bummer,,3:26,N,14438,1.36,-,
62,Thursday Jun 10,boxscore,CHW,,TOR,W,5,2,,38-24,1,up 4.5,Keuchel,Ryu,Hendriks,2:43,N,16903,1.36,+,
63,Friday Jun 11,boxscore,CHW,@,DET,W,5,4,10,39-24,1,up 4.5,Hendriks,Cisnero,Bummer,3:12,N,14163,1.34,++,
64,Saturday Jun 12,boxscore,CHW,@,DET,W,15,2,,40-24,1,up 4.5,Cease,Ureña,,3:47,D,15913,1.27,+++,
65,Sunday Jun 13,boxscore,CHW,@,DET,W,4,1,,41-24,1,up 5.5,Rodón,Alexander,Hendriks,2:47,D,14093,1.24,++++,
66,Monday Jun 14,boxscore,CHW,,TBR,L,2,5,,41-25,1,up 4.5,Feyereisen,Lynn,Fairbanks,2:46,N,18024,1.14,-,
67,Tuesday Jun 15,boxscore,CHW,,TBR,W,3,0,,42-25,1,up 4.5,Keuchel,McClanahan,Hendriks,2:42,N,19259,1.22,+,
68,Wednesday Jun 16,boxscore,CHW,,TBR,W-wo,8,7,10,43-25,1,up 4.5,Burr,Fairbanks,,3:24,D,20098,1.18,++,
69,Thursday Jun 17,boxscore,CHW,@,HOU,L,2,10,,43-26,1,up 3.5,Urquidy,Cease,,2:45,N,21795,1.18,-,
70,Friday Jun 18,boxscore,CHW,@,HOU,L-wo,1,2,,43-27,1,up 3.5,Pressly,Crochet,,2:46,N,30898,1.24,--,
71,Saturday Jun 19,boxscore,CHW,@,HOU,L,3,7,,43-28,1,up 3.5,Valdez,Lynn,,3:10,N,35210,1.29,---,
72,Sunday Jun 20,boxscore,CHW,@,HOU,L,2,8,,43-29,1,up 2.5,McCullers,Keuchel,,3:18,D,39821,1.30,----,
73,Tuesday Jun 22,boxscore,CHW,@,PIT,L,3,6,,43-30,1,up 2.0,Bednar,Crochet,Rodríguez,2:50,N,9847,1.38,-----,
74,Wednesday Jun 23,boxscore,CHW,@,PIT,W,4,3,,44-30,1,up 2.5,Cease,De Jong,Hendriks,3:37,D,10406,1.40,+,
75,Friday Jun 25,boxscore,CHW,,SEA,L,3,9,,44-31,1,up 2.0,Kikuchi,Rodón,,3:31,N,32189,1.41,-,
76,Saturday Jun 26,boxscore,CHW,,SEA,L,2,3,,44-32,1,up 1.5,Sewald,Hendriks,Graveman,3:17,D,30017,1.41,--,
77,Sunday Jun 27,boxscore,CHW,,SEA,W,7,5,7,45-32,1,up 2.5,Bummer,Dugger,Hendriks,2:53,D,30017,1.54,+,
78,Tuesday Jun 29,boxscore,CHW,,MIN,W,7,6,,46-32,1,up 2.5,Giolito,Maeda,Hendriks,3:20,N,17382,1.48,++,
79,Wednesday Jun 30,boxscore,CHW,,MIN,W,13,3,,47-32,1,up 4.0,Cease,Ober,,3:04,N,16803,1.41,+++,
80,Thursday Jul 1,boxscore,CHW,,MIN,W,8,5,,48-32,1,up 5.0,Kopech,Alcala,,3:49,D,24944,1.35,++++,
81,Friday Jul 2,boxscore,CHW,@,DET,W,8,2,,49-32,1,up 6.0,Lynn,Mize,,3:31,N,18185,1.21,+++++,
82,Saturday Jul 3,boxscore,CHW,@,DET,L,5,11,,49-33,1,up 6.0,Skubal,Keuchel,,3:07,D,17230,1.11,-,
83,Sunday Jul 4,boxscore,CHW,@,DET,L,5,6,,49-34,1,up 6.0,Alexander,Giolito,Cisnero,3:25,D,15342,1.14,--,
84,Monday Jul 5,boxscore,CHW,@,MIN,L,5,8,,49-35,1,up 6.0,Ober,Cease,Robles,3:38,N,20321,1.13,---,
85,Tuesday Jul 6,boxscore,CHW,@,MIN,W,4,1,,50-35,1,up 6.5,Rodón,Berríos,Hendriks,2:57,N,18437,1.16,+,
