Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
125,Sunday Aug 22,boxscore,TBR,,CHW,W,9,0,,77-48,1,up 4.5,Armstrong,López,Fleming,3:05,D,16696,1.09,++,
126,Tuesday Aug 24,boxscore,TBR,@,PHI,W,3,1,,78-48,1,up 4.0,Chargois,Bradley,Kittredge,2:57,N,23402,1.05,+++,
127,Wednesday Aug 25,boxscore,TBR,@,PHI,W,7,4,,79-48,1,up 4.5,McHugh,Wheeler,,2:48,N,25552,.96,++++,
128,Friday Aug 27,boxscore,TBR,@,BAL,W,6,3,,80-48,1,up 4.0,McClanahan,Harvey,Mazza,2:25,N,7155,.90,+++++,
129,Saturday Aug 28,boxscore,TBR,@,BAL,W,4,3,,81-48,1,up 5.0,Chargois,Sulser,Kittredge,2:50,N,11110,.91,++++++,
130,Sunday Aug 29,boxscore,TBR,@,BAL,W,12,8,,82-48,1,up 6.0,Chargois,Watkins,,3:09,D,8353,.76,+++++++,
131,Monday Aug 30,boxscore,TBR,,BOS,W,6,1,,83-48,1,up 7.0,Patiño,Pivetta,,3:20,N,6753,.69,++++++++,
132,Tuesday Aug 31,boxscore,TBR,,BOS,W,8,5,,84-48,1,up 8.0,Yarbrough,Peacock,Kittredge,3:08,N,6868,.50,+++++++++,
133,Wednesday Sep 1,boxscore,TBR,,BOS,L,2,3,,84-49,1,up 7.0,Whitlock,Fairbanks,Ottavino,3:13,N,7808,.33,-,
134,Thursday Sep 2,boxscore,TBR,,BOS,L,0,4,,84-50,1,up 6.5,Rodriguez,McClanahan,Richards,2:55,N,7923,.50,--,
135,Friday Sep 3,boxscore,TBR,,MIN,W,5,3,,85-50,1,up 6.5,Wacha,Dobnak,Kittredge,2:25,N,8864,.55,+,
136,Saturday Sep 4,boxscore,TBR,,MIN,W,11,4,,86-50,1,up 7.5,Archer,Albers,Enns,3:09,D,13861,.52,++,
137,Sunday Sep 5,boxscore,TBR,,MIN,L,5,6,,86-51,1,up 7.5,Duffey,Kittredge,Colomé,3:32,D,14165,.39,-,
138,Monday Sep 6,boxscore,TBR,@,BOS,W,11,10,10,87-51,1,up 8.5,McHugh,Whitlock,,4:54,D,26512,.46,+,
139,Tuesday Sep 7,boxscore,TBR,@,BOS,W,12,7,,88-51,1,up 9.5,Rasmussen,Rodriguez,,2:57,N,25065,.25,++,
140,Wednesday Sep 8,boxscore,TBR,@,BOS,L,1,2,,88-52,1,up 9.0,Richards,Chargois,Robles,2:46,N,26649,.16,-,
141,Friday Sep 10,boxscore,TBR,@,DET,L,4,10,,88-53,1,up 9.0,Cisnero,Fairbanks,,3:26,N,18321,.14,--,
142,Saturday Sep 11,boxscore,TBR,@,DET,W,7,2,,89-53,1,up 9.0,Enns,Mize,,2:49,N,18842,.15,+,
143,Sunday Sep 12,boxscore,TBR,@,DET,L-wo,7,8,11,89-54,1,up 9.0,Funkhouser,Feyereisen,,3:48,D,13396,.14,-,
144,Monday Sep 13,boxscore,TBR,@,TOR,L,1,8,,89-55,1,up 8.0,Manoah,Yarbrough,,2:53,N,12119,.17,--,
145,Tuesday Sep 14,boxscore,TBR,@,TOR,W,2,0,,90-55,1,up 9.0,Rasmussen,Berríos,Kittredge,2:20,N,13103,.25,+,
146,Wednesday Sep 15,boxscore,TBR,@,TOR,L,3,6,,90-56,1,up 8.0,Ray,Wacha,Romano,2:29,D,12153,.13,-,
147,Thursday Sep 16,boxscore,TBR,,DET,W,5,2,,91-56,1,up 8.5,Enns,Alexander,,2:38,N,10206,.21,+,
148,Friday Sep 17,boxscore,TBR,,DET,W-wo,7,4,10,92-56,1,up 8.5,Kittredge,Garcia,,3:17,N,16451,.12,++,
149,Saturday Sep 18,boxscore,TBR,,DET,L,3,4,,92-57,1,up 7.5,Ureña,Yarbrough,Fulmer,2:50,D,22921,.10,-,
150,Sunday Sep 19,boxscore,TBR,,DET,L,0,2,,92-58,1,up 6.5,Peralta,McClanahan,Funkhouser,2:44,D,17948,.11,--,
151,Monday Sep 20,boxscore,TBR,,TOR,W,6,4,,93-58,1,up 7.0,Baz,Ray,Enns,3:23,N,10119,.20,+,
152,Tuesday Sep 21,boxscore,TBR,,TOR,L,2,4,,93-59,1,up 6.0,Manoah,Anderson,Romano,3:19,N,9888,.11,-,
153,Wednesday Sep 22,boxscore,TBR,,TOR,W,7,1,,94-59,1,up 6.0,Chargois,Stripling,,3:20,D,10994,.16,+,
154,Friday Sep 24,boxscore,TBR,,MIA,W,8,0,,95-59,1,up 7.0,Yarbrough,Cabrera,,2:59,N,15340,.10,++,
155,Saturday Sep 25,boxscore,TBR,,MIA,W,7,3,,96-59,1,up 8.0,McClanahan,Alcantara,,2:59,N,23783,.04,+++,
156,Sunday Sep 26,boxscore,TBR,,MIA,W,3,2,,97-59,1,up 8.0,Baz,Luzardo,Anderson,2:54,D,20826,.04,++++,
157,Tuesday Sep 28,boxscore,TBR,@,HOU,L-wo,3,4,,97-60,1,up 7.0,Maton,Fleming,,2:59,N,32297,.02,-,
158,Wednesday Sep 29,boxscore,TBR,@,HOU,W,7,0,,98-60,1,up 8.0,Rasmussen,Garcia,,3:04,N,28321,.01,+,
159,Thursday Sep 30,boxscore,TBR,@,HOU,L,2,3,,98-61,1,up 7.0,McCullers,Yarbrough,Pressly,3:00,N,31608,.01,-,
160,Friday Oct 1,boxscore,TBR,@,NYY,W,4,3,,99-61,1,up 8.0,Head,Cortes,Kittredge,3:25,N,41469,.00,+,
161,Saturday Oct 2,boxscore,TBR,@,NYY,W,12,2,,100-61,1,up 9.0,Patiño,Montgomery,,3:26,D,41648,.00,++,
162,Sunday Oct 3,boxscore,TBR,@,NYY,L-wo,0,1,,100-62,1,up 8.0,Chapman,Fleming,,3:03,D,40409,.00,-,

1,Thursday Apr 1,boxscore,TEX,@,KCR,L,10,14,,0-1,4,1.0,Hernández,Cody,Davis,4:26,D,9155,.98,-,
2,Saturday Apr 3,boxscore,TEX,@,KCR,L,4,11,,0-2,4,2.5,Minor,Sborz,,2:53,D,8889,.93,--,
3,Sunday Apr 4,boxscore,TEX,@,KCR,W,7,3,,1-2,4,2.5,Lyles,Singer,,2:53,D,8869,.84,+,
4,Monday Apr 5,boxscore,TEX,,TOR,L,2,6,,1-3,4,2.5,Matz,Foltynewicz,,3:04,D,38238,.88,-,
5,Tuesday Apr 6,boxscore,TEX,,TOR,W,7,4,,2-3,3,2.5,Dunning,Roark,Kennedy,2:33,N,18585,.88,+,
6,Wednesday Apr 7,boxscore,TEX,,TOR,W,2,1,,3-3,3,2.0,Gibson,Ryu,Kennedy,2:33,D,16876,.90,++,
7,Friday Apr 9,boxscore,TEX,,SDP,L,0,3,,3-4,3,2.5,Musgrove,Arihara,,2:46,N,27575,.87,-,
8,Saturday Apr 10,boxscore,TEX,,SDP,L,4,7,,3-5,4,2.5,Weathers,Benjamin,Melancon,3:15,N,35856,.86,--,
9,Sunday Apr 11,boxscore,TEX,,SDP,L,0,2,,3-6,4,3.0,Stammen,Foltynewicz,Melancon,3:16,D,26723,.79,---,
10,Monday Apr 12,boxscore,TEX,@,TBR,L,0,1,,3-7,5,4.0,Glasnow,Hearn,Castillo,2:42,N,3627,.79,----,
11,Tuesday Apr 13,boxscore,TEX,@,TBR,W,8,3,,4-7,5,3.0,Gibson,Yarbrough,,2:43,N,4753,.76,+,
12,Wednesday Apr 14,boxscore,TEX,@,TBR,W,5,1,,5-7,4,2.0,Arihara,Fleming,,2:58,N,3021,.81,++,
13,Thursday Apr 15,boxscore,TEX,@,TBR,W,6,4,10,6-7,4,2.0,Sborz,Reed,Kennedy,3:44,N,4217,.88,+++,
14,Friday Apr 16,boxscore,TEX,,BAL,L,2,5,,6-8,5,3.0,López,Foltynewicz,Valdez,2:32,N,22173,.93,-,
15,Saturday Apr 17,boxscore,TEX,,BAL,L,1,6,,6-9,5,3.0,Lakins,Rodríguez,,3:05,N,29338,.84,--,
16,Sunday Apr 18,boxscore,TEX,,BAL,W-wo,1,0,10,7-9,5,3.0,King,Lakins,,3:00,D,24267,.79,+,
17,Monday Apr 19,boxscore,TEX,@,LAA,W,6,4,,8-9,4,3.0,Arihara,Bundy,Kennedy,3:15,N,11396,.98,++,
18,Tuesday Apr 20,boxscore,TEX,@,LAA,L,2,6,,8-10,4,3.0,Canning,Lyles,,2:52,N,12544,1.01,-,
19,Wednesday Apr 21,boxscore,TEX,@,LAA,W,7,4,,9-10,4,3.0,King,Mayers,,3:20,D,9207,.95,+,
20,Friday Apr 23,boxscore,TEX,@,CHW,L,7,9,,9-11,5,4.0,Heuer,Cody,Hendriks,3:44,N,8969,.90,-,
21,Saturday Apr 24,boxscore,TEX,@,CHW,L-wo,1,2,,9-12,5,5.0,Hendriks,King,,2:58,N,8556,.87,--,
22,Sunday Apr 25,boxscore,TEX,@,CHW,L,4,8,,9-13,5,5.0,Kopech,Arihara,,3:32,D,9285,.79,---,
23,Monday Apr 26,boxscore,TEX,,LAA,L,4,9,,9-14,5,6.0,Ohtani,Lyles,,3:06,N,17766,.83,----,
24,Tuesday Apr 27,boxscore,TEX,,LAA,W,6,1,,10-14,5,5.0,Foltynewicz,Quintana,,2:50,N,16103,.75,+,
25,Wednesday Apr 28,boxscore,TEX,,LAA,L,3,4,,10-15,5,5.0,Rodriguez,Dunning,Iglesias,2:48,N,17875,.81,-,
26,Thursday Apr 29,boxscore,TEX,,BOS,W,4,1,,11-15,5,5.0,Gibson,Pérez,Kennedy,2:49,N,23640,.68,+,
27,Friday Apr 30,boxscore,TEX,,BOS,L,1,6,,11-16,5,5.0,Eovaldi,Arihara,,2:45,N,28267,.75,-,
28,Saturday May 1,boxscore,TEX,,BOS,W,8,6,,12-16,5,4.0,Sborz,Andriese,Kennedy,3:19,N,35129,.67,+,
29,Sunday May 2,boxscore,TEX,,BOS,W,5,3,,13-16,5,4.0,Sborz,Ottavino,Kennedy,2:57,D,29190,.73,++,
30,Monday May 3,boxscore,TEX,@,MIN,L,5,6,,13-17,5,5.0,Maeda,Dunning,Rogers,3:05,N,8071,.77,-,
31,Tuesday May 4,boxscore,TEX,@,MIN,W,6,3,10,14-17,5,5.0,Rodríguez,Waddell,Kennedy,3:24,N,8022,.72,+,
32,Wednesday May 5,boxscore,TEX,@,MIN,W,3,1,,15-17,4,4.0,King,Thorpe,Kennedy,3:04,N,7853,.80,++,
33,Thursday May 6,boxscore,TEX,@,MIN,W,4,3,10,16-17,4,3.0,Hearn,Duffey,Sborz,3:25,D,8760,.87,+++,
34,Friday May 7,boxscore,TEX,,SEA,L,4,5,,16-18,4,4.0,Flexen,Sborz,Graveman,2:57,N,26047,1.09,-,
35,Saturday May 8,boxscore,TEX,,SEA,W,9,8,,17-18,4,4.0,King,Misiewicz,Kennedy,3:25,N,26616,1.02,+,
36,Sunday May 9,boxscore,TEX,,SEA,W,10,2,,18-18,4,3.0,Dunning,Sheffield,,3:03,D,30632,1.05,++,
37,Monday May 10,boxscore,TEX,@,SFG,L,1,3,,18-19,4,3.5,Wood,King,McGee,2:47,N,7450,.96,-,
38,Tuesday May 11,boxscore,TEX,@,SFG,L,2,4,,18-20,4,4.5,Webb,Lyles,McGee,3:00,D,7268,.93,--,
39,Thursday May 13,boxscore,TEX,@,HOU,L-wo,3,4,11,18-21,4,5.0,Raley,Martin,,3:44,N,16340,.98,---,
40,Friday May 14,boxscore,TEX,@,HOU,L,4,10,,18-22,4,6.0,Greinke,Benjamin,,3:01,N,24495,.92,----,
41,Saturday May 15,boxscore,TEX,@,HOU,L,5,6,,18-23,4,6.0,Garcia,Dunning,Pressly,3:26,N,25858,.84,-----,
42,Sunday May 16,boxscore,TEX,@,HOU,L,2,6,,18-24,5,7.0,Raley,Rodríguez,,3:03,D,26069,.82,------,
43,Monday May 17,boxscore,TEX,,NYY,W,5,2,,19-24,5,6.5,Lyles,Cole,Kennedy,2:38,N,28040,.61,+,
44,Tuesday May 18,boxscore,TEX,,NYY,L,4,7,,19-25,5,7.5,Peralta,Foltynewicz,Chapman,3:31,N,26522,.66,-,
45,Wednesday May 19,boxscore,TEX,,NYY,L,0,2,,19-26,5,7.5,Kluber,Yang,,2:22,N,31689,.61,--,
46,Thursday May 20,boxscore,TEX,,NYY,L,0,2,,19-27,5,8.0,Germán,King,Chapman,2:49,D,27581,.54,---,
47,Friday May 21,boxscore,TEX,,HOU,W-wo,7,5,10,20-27,4,7.5,Hearn,Abreu,,4:08,N,30445,.52,+,
48,Saturday May 22,boxscore,TEX,,HOU,W,8,4,,21-27,4,7.5,Allard,Scrubb,,3:24,D,38055,.63,++,
49,Sunday May 23,boxscore,TEX,,HOU,W-wo,3,2,10,22-27,3,6.5,King,Pressly,,3:39,D,36444,.72,+++,
50,Tuesday May 25,boxscore,TEX,@,LAA,L,5,11,,22-28,4,6.0,Heaney,Yang,,2:59,N,10987,.72,-,
51,Wednesday May 26,boxscore,TEX,@,LAA,L,8,9,,22-29,5,7.0,Canning,Dunning,Iglesias,3:14,D,8547,.65,--,
52,Thursday May 27,boxscore,TEX,@,SEA,L,0,5,,22-30,5,8.0,Flexen,Allard,,2:35,N,9008,.58,---,
53,Friday May 28,boxscore,TEX,@,SEA,L,2,3,,22-31,5,9.0,Sheffield,Lyles,Swanson,2:46,N,10605,.51,----,
54,Saturday May 29,boxscore,TEX,@,SEA,L,2,3,,22-32,5,9.0,Zamora,Foltynewicz,Montero,2:43,N,11071,.46,-----,
55,Sunday May 30,boxscore,TEX,@,SEA,L,2,4,,22-33,5,9.0,Kikuchi,Yang,Middleton,3:00,D,11198,.44,------,
56,Tuesday Jun 1,boxscore,TEX,@,COL,L-wo,2,3,11,22-34,5,9.5,Givens,Martin,,3:21,N,18028,.34,-------,
57,Wednesday Jun 2,boxscore,TEX,@,COL,L,3,6,,22-35,5,10.5,Senzatela,Evans,Bard,2:49,N,19289,.28,--------,
58,Thursday Jun 3,boxscore,TEX,@,COL,L,6,11,,22-36,5,11.0,Gomber,Foltynewicz,,3:01,D,19150,.23,---------,
59,Friday Jun 4,boxscore,TEX,,TBR,W,5,4,,23-36,5,11.0,Gibson,Fleming,Kennedy,2:47,N,30635,.22,+,
60,Saturday Jun 5,boxscore,TEX,,TBR,L,0,3,,23-37,5,12.0,Hill,Allard,Castillo,2:43,D,27237,.21,-,
61,Sunday Jun 6,boxscore,TEX,,TBR,L,1,7,,23-38,5,12.0,Feyereisen,King,,3:45,D,26442,.18,--,
62,Tuesday Jun 8,boxscore,TEX,,SFG,L,4,9,,23-39,5,13.0,Alvarez,Rodríguez,,3:28,N,24938,.14,---,
63,Wednesday Jun 9,boxscore,TEX,,SFG,W-wo,4,3,11,24-39,5,13.0,Martin,McGee,,3:28,D,25803,.10,+,
64,Friday Jun 11,boxscore,TEX,@,LAD,L,1,12,,24-40,5,13.5,Kershaw,Foltynewicz,,3:05,N,20220,.12,-,
65,Saturday Jun 12,boxscore,TEX,@,LAD,W,12,1,,25-40,5,13.5,Allard,Bauer,,3:35,N,17500,.09,+,
66,Sunday Jun 13,boxscore,TEX,@,LAD,L,3,5,,25-41,5,14.5,Buehler,Dunning,Jansen,3:15,D,15508,.10,-,
67,Tuesday Jun 15,boxscore,TEX,@,HOU,L-wo,3,6,10,25-42,5,16.0,Pressly,Evans,,3:34,N,26379,.10,--,
68,Wednesday Jun 16,boxscore,TEX,@,HOU,L,4,8,,25-43,5,17.0,Greinke,Lyles,,3:01,N,22735,.06,---,
69,Friday Jun 18,boxscore,TEX,,MIN,L,5,7,10,25-44,5,18.0,Robles,Sborz,Duffey,3:44,N,30304,.03,----,
70,Saturday Jun 19,boxscore,TEX,,MIN,L,2,3,,25-45,5,18.0,Thielbar,King,Rogers,2:42,D,34044,.02,-----,
71,Sunday Jun 20,boxscore,TEX,,MIN,L,2,4,,25-46,5,18.0,Maeda,Dunning,Robles,3:07,D,34007,.02,------,
72,Monday Jun 21,boxscore,TEX,,OAK,W,8,3,,26-46,5,18.0,Gibson,Montas,,3:12,N,20259,.01,+,
73,Tuesday Jun 22,boxscore,TEX,,OAK,L,6,13,,26-47,5,19.0,Irvin,Hearn,,3:20,N,19185,.01,-,
74,Wednesday Jun 23,boxscore,TEX,,OAK,W,5,3,,27-47,5,19.0,Martin,Petit,Rodríguez,2:43,N,21829,.01,+,
75,Thursday Jun 24,boxscore,TEX,,OAK,L,1,5,,27-48,5,20.0,Bassitt,Allard,,3:03,D,20432,.02,-,
76,Friday Jun 25,boxscore,TEX,,KCR,W,9,4,,28-48,5,19.5,Dunning,Minor,,2:51,N,30389,.01,+,
77,Saturday Jun 26,boxscore,TEX,,KCR,W,8,0,,29-48,5,19.0,Gibson,Bubic,,3:27,D,31612,.01,++,
78,Sunday Jun 27,boxscore,TEX,,KCR,W,4,1,,30-48,5,18.0,Lyles,Singer,Kennedy,2:49,D,29046,.01,+++,
79,Tuesday Jun 29,boxscore,TEX,@,OAK,W,5,4,,31-48,5,16.5,Foltynewicz,Kaprielian,Kennedy,2:41,N,4739,.02,++++,
80,Wednesday Jun 30,boxscore,TEX,@,OAK,L,1,3,,31-49,5,16.5,Bassitt,Allard,Trivino,2:34,N,4320,.02,-,
81,Thursday Jul 1,boxscore,TEX,@,OAK,W,8,3,,32-49,5,16.5,King,Manaea,,2:52,D,5182,.02,+,
82,Friday Jul 2,boxscore,TEX,@,SEA,L-wo,4,5,10,32-50,5,17.5,Misiewicz,Hearn,,4:19,N,28638,.02,-,
83,Saturday Jul 3,boxscore,TEX,@,SEA,W,7,3,,33-50,5,17.5,Lyles,Gonzales,,3:12,N,16046,.02,+,
84,Sunday Jul 4,boxscore,TEX,@,SEA,L,1,4,,33-51,5,18.5,Flexen,Foltynewicz,Graveman,2:22,D,15146,.02,-,
85,Monday Jul 5,boxscore,TEX,,DET,L,3,7,,33-52,5,19.0,Peralta,Allard,,2:55,N,34484,.01,--,
86,Tuesday Jul 6,boxscore,TEX,,DET,W,10,5,,34-52,5,19.0,King,Norris,,2:50,N,24367,.01,+,
87,Wednesday Jul 7,boxscore,TEX,,DET,L,3,5,,34-53,5,20.0,Funkhouser,Gibson,Soto,3:11,D,33043,.01,-,
88,Friday Jul 9,boxscore,TEX,,OAK,W,3,2,,35-53,5,18.5,Lyles,Irvin,Kennedy,3:03,N,29619,.01,+,
89,Saturday Jul 10,boxscore,TEX,,OAK,L,4,8,11,35-54,5,18.5,Wendelken,Patton,,3:55,D,30030,.01,-,
90,Sunday Jul 11,boxscore,TEX,,OAK,L,1,4,,35-55,5,19.5,Bassitt,Allard,Trivino,2:39,D,30531,.01,--,
91,Friday Jul 16,boxscore,TEX,@,TOR,L,2,10,,35-56,5,20.5,Ray,Lyles,,2:58,N,10100,.00,---,
92,Sunday Jul 18 (1),boxscore,TEX,@,TOR,L,0,5,7,35-57,5,20.5,Ryu,Allard,,1:48,D,,.01,----,
93,Sunday Jul 18 (2),boxscore,TEX,@,TOR,L,0,10,7,35-58,5,20.5,Matz,Foltynewicz,,1:51,D,12335,.00,-----,
94,Monday Jul 19,boxscore,TEX,@,DET,L,0,14,,35-59,5,21.5,Jiménez,Gibson,,3:25,N,13704,.00,------,
95,Tuesday Jul 20,boxscore,TEX,@,DET,L,1,4,,35-60,5,22.5,Skubal,Dunning,Soto,2:33,N,13333,.00,-------,
96,Wednesday Jul 21,boxscore,TEX,@,DET,L,2,4,,35-61,5,22.5,Manning,Lyles,Soto,2:27,N,21132,.00,--------,
97,Thursday Jul 22,boxscore,TEX,@,DET,L,5,7,,35-62,5,23.0,Funkhouser,Foltynewicz,Soto,3:02,D,16033,.00,---------,
98,Friday Jul 23,boxscore,TEX,@,HOU,L,3,7,,35-63,5,24.0,Bielak,Allard,,3:15,N,38853,.00,----------,
99,Saturday Jul 24,boxscore,TEX,@,HOU,L,1,4,,35-64,5,25.0,Valdez,Gibson,,3:10,N,37050,.00,-----------,
100,Sunday Jul 25,boxscore,TEX,@,HOU,L,1,3,,35-65,5,26.0,Greinke,Santana,Pressly,2:59,D,35627,.00,------------,
101,Tuesday Jul 27,boxscore,TEX,,ARI,W,5,4,,36-65,5,25.5,Dunning,Widener,Kennedy,3:08,N,27336,.00,+,
102,Wednesday Jul 28,boxscore,TEX,,ARI,L,2,3,,36-66,5,26.5,Bumgarner,Martin,Clippard,2:42,N,26607,.00,-,
103,Friday Jul 30,boxscore,TEX,,SEA,L,5,9,,36-67,5,27.5,Gilbert,Allard,,3:17,N,27542,.00,--,
104,Saturday Jul 31,boxscore,TEX,,SEA,W-wo,5,4,10,37-67,5,26.5,Patton,Castillo,,3:19,N,33463,.00,+,
105,Sunday Aug 1,boxscore,TEX,,SEA,W-wo,4,3,,38-67,5,25.5,Santana,Swanson,,3:05,D,23664,.00,++,
106,Monday Aug 2,boxscore,TEX,,LAA,W,4,1,,39-67,5,25.0,Dunning,Rodriguez,Patton,2:29,N,20533,.00,+++,
107,Tuesday Aug 3,boxscore,TEX,,LAA,L,3,11,,39-68,5,26.0,Suarez,Lyles,,3:23,N,19074,.00,-,
108,Wednesday Aug 4,boxscore,TEX,,LAA,L,1,2,,39-69,5,26.0,Ohtani,Allard,Iglesias,2:53,N,27360,.00,--,
109,Thursday Aug 5,boxscore,TEX,,LAA,L,0,5,,39-70,5,26.0,Bundy,Howard,,2:59,D,21670,.00,---,
110,Friday Aug 6,boxscore,TEX,@,OAK,L-wo,1,4,11,39-71,5,26.0,Petit,Herget,,3:30,N,9022,.00,----,
111,Saturday Aug 7,boxscore,TEX,@,OAK,L,3,12,,39-72,5,27.0,Irvin,Anderson,,3:04,D,10082,.00,-----,
112,Sunday Aug 8,boxscore,TEX,@,OAK,L,3,6,,39-73,5,27.0,Kaprielian,Lyles,Trivino,3:00,D,9548,.00,------,
113,Tuesday Aug 10,boxscore,TEX,@,SEA,W,5,4,10,40-73,5,27.0,Martin,Swanson,,3:28,N,15412,.00,+,
114,Wednesday Aug 11,boxscore,TEX,@,SEA,L-wo,1,2,,40-74,5,28.0,Steckenrider,Santana,,3:12,N,15789,.00,-,
115,Thursday Aug 12,boxscore,TEX,@,SEA,L,1,3,,40-75,5,28.5,Gonzales,Foltynewicz,,2:08,D,14031,.00,--,
116,Friday Aug 13,boxscore,TEX,,OAK,W,8,6,,41-75,5,28.5,Santana,Irvin,Barlow,3:02,N,26761,.00,+,
117,Saturday Aug 14,boxscore,TEX,,OAK,L,3,8,,41-76,5,29.5,Chafin,Lyles,,2:55,N,31904,.00,-,
118,Sunday Aug 15,boxscore,TEX,,OAK,W,7,4,,42-76,5,28.5,Allard,Manaea,Barlow,2:39,D,24990,.00,+,
119,Tuesday Aug 17,boxscore,TEX,,SEA,L,1,3,,42-77,5,28.0,Anderson,Hearn,Sewald,2:56,N,15140,.00,-,
120,Wednesday Aug 18,boxscore,TEX,,SEA,L,1,3,,42-78,5,28.0,Gonzales,Foltynewicz,Steckenrider,3:00,N,19119,.00,--,
121,Thursday Aug 19,boxscore,TEX,,SEA,L,8,9,11,42-79,5,29.0,Smith,Barlow,Sewald,4:02,D,16391,.00,---,
122,Friday Aug 20,boxscore,TEX,@,BOS,L,0,6,,42-80,5,30.0,Sale,Dunning,,3:13,N,30012,.00,----,
123,Saturday Aug 21,boxscore,TEX,@,BOS,W,10,1,,43-80,5,30.0,Lyles,Rodriguez,,3:25,N,32495,.00,+,
124,Monday Aug 23,boxscore,TEX,@,BOS,L-wo,4,8,11,43-81,5,29.5,Whitlock,Santana,,3:44,D,27652,.00,-,
125,Tuesday Aug 24,boxscore,TEX,@,CLE,W,7,3,,44-81,5,29.5,Hearn,Morgan,,3:14,N,11369,.00,+,
126,Wednesday Aug 25,boxscore,TEX,@,CLE,L,2,7,,44-82,5,30.5,Plesac,Latz,,2:56,N,11398,.00,-,
127,Thursday Aug 26,boxscore,TEX,@,CLE,L,6,10,,44-83,5,31.0,Stephan,Lyles,,3:12,N,10827,.00,--,
128,Friday Aug 27,boxscore,TEX,,HOU,L,4,5,,44-84,5,32.0,Maton,Martin,Pressly,3:15,N,29286,.00,---,
129,Saturday Aug 28,boxscore,TEX,,HOU,L,2,5,,44-85,5,33.0,Valdez,Allard,Pressly,2:48,N,37810,.00,----,
130,Sunday Aug 29,boxscore,TEX,,HOU,W,13,2,,45-85,5,32.0,Hearn,Greinke,,3:12,D,31062,.00,+,
131,Monday Aug 30,boxscore,TEX,,COL,W,4,3,,46-85,5,32.0,Alexy,Márquez,Barlow,2:49,N,14990,.00,++,
132,Tuesday Aug 31,boxscore,TEX,,COL,W,4,3,,47-85,5,31.0,Lyles,Gomber,Patton,3:16,N,18383,.00,+++,
133,Wednesday Sep 1,boxscore,TEX,,COL,L,5,9,,47-86,5,31.0,Chacín,Barlow,,4:01,D,14747,.00,-,
134,Friday Sep 3,boxscore,TEX,@,LAA,L,2,3,,47-87,5,32.0,Ohtani,Santana,Iglesias,3:22,N,19074,.00,--,
135,Saturday Sep 4,boxscore,TEX,@,LAA,L,1,4,,47-88,5,32.0,Suarez,Allard,,2:21,N,22697,.00,---,
136,Sunday Sep 5,boxscore,TEX,@,LAA,W,7,3,,48-88,5,31.0,Hearn,Junk,,3:15,D,18492,.00,+,
137,Monday Sep 6,boxscore,TEX,@,LAA,W,4,0,,49-88,5,31.0,Alexy,Barria,,2:37,N,16241,.00,++,
138,Tuesday Sep 7,boxscore,TEX,@,ARI,W,3,1,,50-88,5,31.0,Lyles,Gallen,,2:47,N,8758,.00,+++,
139,Wednesday Sep 8,boxscore,TEX,@,ARI,W,8,5,,51-88,5,30.0,Cotton,Weaver,Barlow,3:35,D,6354,.00,++++,
140,Friday Sep 10,boxscore,TEX,@,OAK,L,5,10,,51-89,5,31.0,Guerra,Otto,,3:25,N,7157,.00,-,
141,Saturday Sep 11,boxscore,TEX,@,OAK,W,8,6,,52-89,5,30.0,Martin,Chafin,Barlow,2:46,D,7945,.00,+,
142,Sunday Sep 12,boxscore,TEX,@,OAK,W,4,3,,53-89,5,30.0,Hearn,Kaprielian,Barlow,3:04,D,6983,.00,++,
143,Monday Sep 13,boxscore,TEX,,HOU,L,1,15,,53-90,5,31.0,Javier,Howard,,3:53,N,18903,.00,-,
144,Tuesday Sep 14,boxscore,TEX,,HOU,W,8,1,,54-90,5,30.0,Lyles,Greinke,,2:45,N,19451,.00,+,
145,Wednesday Sep 15,boxscore,TEX,,HOU,L,2,7,,54-91,5,31.0,Urquidy,Arihara,,2:56,N,20991,.00,-,
146,Thursday Sep 16,boxscore,TEX,,HOU,L,1,12,,54-92,5,32.0,Garcia,Otto,,3:28,N,19121,.00,--,
147,Friday Sep 17,boxscore,TEX,,CHW,L,0,8,,54-93,5,33.0,Cease,Hearn,,3:27,N,28288,.00,---,
148,Saturday Sep 18,boxscore,TEX,,CHW,W,2,1,,55-93,5,32.0,Anderson,Lynn,Barlow,3:15,N,31121,.00,+,
149,Sunday Sep 19,boxscore,TEX,,CHW,L,2,7,,55-94,5,33.0,Giolito,Lyles,,3:06,D,24918,.00,-,
150,Monday Sep 20,boxscore,TEX,@,NYY,L,3,4,,55-95,5,34.0,Green,Alexy,Chapman,3:21,N,22160,.00,--,
151,Tuesday Sep 21,boxscore,TEX,@,NYY,L,1,7,,55-96,5,35.0,Montgomery,Dunning,,3:00,N,23335,.00,---,
152,Wednesday Sep 22,boxscore,TEX,@,NYY,L,3,7,,55-97,5,36.0,Green,Patton,,3:21,N,25170,.00,----,
153,Thursday Sep 23,boxscore,TEX,@,BAL,L,0,3,,55-98,5,36.0,Lowther,Otto,Wells,2:46,N,6328,,-----,
154,Friday Sep 24,boxscore,TEX,@,BAL,W,8,5,,56-98,5,35.0,Sborz,Greene,Barlow,3:33,N,7935,.00,+,
